"STATISTIC","Statistic Label","TLIST(A1)","Year","C04253V05027","Hazardousness","C04251V05025","Waste Category","C04252V05026","Waste Management Operation","UNIT","VALUE"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","340","Batteries and accumulators wastes[W0841]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","-","All Waste treatment[TRT]","Tonnes","265603"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","93"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","93"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","38546"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","226964"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","160","Recovery - recycling[RCV_R]","Tonnes","224113"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","170","Recovery - backfilling[RCV_B]","Tonnes","2851"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","-","All Waste treatment[TRT]","Tonnes","86461"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","18"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","86443"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","160","Recovery - recycling[RCV_R]","Tonnes","86431"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","170","Recovery - backfilling[RCV_B]","Tonnes","12"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","380","Animal faeces, urine and manure[W093]","-","All Waste treatment[TRT]","Tonnes","3337"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","380","Animal faeces, urine and manure[W093]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","741"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","380","Animal faeces, urine and manure[W093]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","18"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","380","Animal faeces, urine and manure[W093]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","380","Animal faeces, urine and manure[W093]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","723"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","380","Animal faeces, urine and manure[W093]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","380","Animal faeces, urine and manure[W093]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","2596"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","380","Animal faeces, urine and manure[W093]","160","Recovery - recycling[RCV_R]","Tonnes","2596"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","380","Animal faeces, urine and manure[W093]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","400","Household and similar wastes[W101]","-","All Waste treatment[TRT]","Tonnes","665424"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","400","Household and similar wastes[W101]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","508817"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","400","Household and similar wastes[W101]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","508817"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","400","Household and similar wastes[W101]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","400","Household and similar wastes[W101]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","400","Household and similar wastes[W101]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","156414"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","400","Household and similar wastes[W101]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","193"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","400","Household and similar wastes[W101]","160","Recovery - recycling[RCV_R]","Tonnes","193"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","400","Household and similar wastes[W101]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","410","Mixed and undifferentiated materials[W102]","-","All Waste treatment[TRT]","Tonnes","188468"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","410","Mixed and undifferentiated materials[W102]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","140006"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","410","Mixed and undifferentiated materials[W102]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","140006"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","410","Mixed and undifferentiated materials[W102]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","410","Mixed and undifferentiated materials[W102]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","410","Mixed and undifferentiated materials[W102]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","548"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","410","Mixed and undifferentiated materials[W102]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","47914"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","410","Mixed and undifferentiated materials[W102]","160","Recovery - recycling[RCV_R]","Tonnes","11421"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","410","Mixed and undifferentiated materials[W102]","170","Recovery - backfilling[RCV_B]","Tonnes","36493"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","420","Sorting residues[W103]","-","All Waste treatment[TRT]","Tonnes","696701"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","420","Sorting residues[W103]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","239976"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","420","Sorting residues[W103]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","239976"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","420","Sorting residues[W103]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","420","Sorting residues[W103]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","420","Sorting residues[W103]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","288217"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","420","Sorting residues[W103]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","168508"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","420","Sorting residues[W103]","160","Recovery - recycling[RCV_R]","Tonnes","22938"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","420","Sorting residues[W103]","170","Recovery - backfilling[RCV_B]","Tonnes","145570"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","430","Common sludges[W11]","-","All Waste treatment[TRT]","Tonnes","158849"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","430","Common sludges[W11]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","877"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","430","Common sludges[W11]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","877"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","430","Common sludges[W11]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","430","Common sludges[W11]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","430","Common sludges[W11]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","360"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","430","Common sludges[W11]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","157612"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","430","Common sludges[W11]","160","Recovery - recycling[RCV_R]","Tonnes","118694"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","430","Common sludges[W11]","170","Recovery - backfilling[RCV_B]","Tonnes","38918"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","450","Mineral waste from construction and demolition[W121]","-","All Waste treatment[TRT]","Tonnes","444150"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","450","Mineral waste from construction and demolition[W121]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","16874"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","450","Mineral waste from construction and demolition[W121]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","16874"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","450","Mineral waste from construction and demolition[W121]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","450","Mineral waste from construction and demolition[W121]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","450","Mineral waste from construction and demolition[W121]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","992"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","450","Mineral waste from construction and demolition[W121]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","426284"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","450","Mineral waste from construction and demolition[W121]","160","Recovery - recycling[RCV_R]","Tonnes","189920"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","450","Mineral waste from construction and demolition[W121]","170","Recovery - backfilling[RCV_B]","Tonnes","236364"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","-","All Waste treatment[TRT]","Tonnes","3704946"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","2846409"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","1392425"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","1453984"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","858537"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","160","Recovery - recycling[RCV_R]","Tonnes","14213"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","170","Recovery - backfilling[RCV_B]","Tonnes","844324"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","470","Combustion wastes[W124]","-","All Waste treatment[TRT]","Tonnes","270862"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","470","Combustion wastes[W124]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","254699"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","470","Combustion wastes[W124]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","254699"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","470","Combustion wastes[W124]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","470","Combustion wastes[W124]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","470","Combustion wastes[W124]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","470","Combustion wastes[W124]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","16163"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","470","Combustion wastes[W124]","160","Recovery - recycling[RCV_R]","Tonnes","11140"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","470","Combustion wastes[W124]","170","Recovery - backfilling[RCV_B]","Tonnes","5023"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","480","Soils[W126]","-","All Waste treatment[TRT]","Tonnes","4485633"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","480","Soils[W126]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","368335"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","480","Soils[W126]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","368335"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","480","Soils[W126]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","480","Soils[W126]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","480","Soils[W126]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","1"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","480","Soils[W126]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","4117297"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","480","Soils[W126]","160","Recovery - recycling[RCV_R]","Tonnes","93502"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","480","Soils[W126]","170","Recovery - backfilling[RCV_B]","Tonnes","4023795"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","490","Dredging spoils[W127]","-","All Waste treatment[TRT]","Tonnes","13138"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","490","Dredging spoils[W127]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","490","Dredging spoils[W127]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","490","Dredging spoils[W127]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","490","Dredging spoils[W127]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","490","Dredging spoils[W127]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","1"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","490","Dredging spoils[W127]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","13137"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","490","Dredging spoils[W127]","160","Recovery - recycling[RCV_R]","Tonnes","0"
"GWA02","Waste treated","2016","2016","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","490","Dredging spoils[W127]","170","Recovery - backfilling[RCV_B]","Tonnes","13137"
