"STATISTIC","Statistic Label","TLIST(A1)","Year","C04253V05027","Hazardousness","C04251V05025","Waste Category","C04252V05026","Waste Management Operation","UNIT","VALUE"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","240","Glass wastes[W071]","-","All Waste treatment[TRT]","Tonnes","14224"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","240","Glass wastes[W071]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","240","Glass wastes[W071]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","240","Glass wastes[W071]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","240","Glass wastes[W071]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","240","Glass wastes[W071]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","240","Glass wastes[W071]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","14224"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","240","Glass wastes[W071]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","240","Glass wastes[W071]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","250","Paper and cardboard wastes[W072]","-","All Waste treatment[TRT]","Tonnes","25543"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","250","Paper and cardboard wastes[W072]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","250","Paper and cardboard wastes[W072]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","250","Paper and cardboard wastes[W072]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","250","Paper and cardboard wastes[W072]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","250","Paper and cardboard wastes[W072]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","250","Paper and cardboard wastes[W072]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","25543"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","250","Paper and cardboard wastes[W072]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","250","Paper and cardboard wastes[W072]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","260","Rubber wastes[W073]","-","All Waste treatment[TRT]","Tonnes","8512"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","260","Rubber wastes[W073]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","260","Rubber wastes[W073]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","260","Rubber wastes[W073]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","260","Rubber wastes[W073]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","260","Rubber wastes[W073]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","260","Rubber wastes[W073]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","8512"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","260","Rubber wastes[W073]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","260","Rubber wastes[W073]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","270","Plastic wastes[W074]","-","All Waste treatment[TRT]","Tonnes","24639"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","270","Plastic wastes[W074]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","270","Plastic wastes[W074]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","270","Plastic wastes[W074]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","270","Plastic wastes[W074]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","270","Plastic wastes[W074]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","270","Plastic wastes[W074]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","24639"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","270","Plastic wastes[W074]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","270","Plastic wastes[W074]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","280","Wood wastes[W075]","-","All Waste treatment[TRT]","Tonnes","180024"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","280","Wood wastes[W075]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","280","Wood wastes[W075]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","280","Wood wastes[W075]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","280","Wood wastes[W075]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","280","Wood wastes[W075]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","280","Wood wastes[W075]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","180024"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","280","Wood wastes[W075]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","280","Wood wastes[W075]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","290","Textile wastes[W076]","-","All Waste treatment[TRT]","Tonnes","7372"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","290","Textile wastes[W076]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","290","Textile wastes[W076]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","290","Textile wastes[W076]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","290","Textile wastes[W076]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","290","Textile wastes[W076]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","290","Textile wastes[W076]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","7372"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","290","Textile wastes[W076]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","290","Textile wastes[W076]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","310","Waste containing PCB[W077]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","310","Waste containing PCB[W077]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","310","Waste containing PCB[W077]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","310","Waste containing PCB[W077]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","310","Waste containing PCB[W077]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","310","Waste containing PCB[W077]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","310","Waste containing PCB[W077]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","310","Waste containing PCB[W077]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","310","Waste containing PCB[W077]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","330","Discarded vehicles[W081]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","330","Discarded vehicles[W081]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","330","Discarded vehicles[W081]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","330","Discarded vehicles[W081]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","330","Discarded vehicles[W081]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","330","Discarded vehicles[W081]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","330","Discarded vehicles[W081]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","330","Discarded vehicles[W081]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","330","Discarded vehicles[W081]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","340","Batteries and accumulators wastes[W0841]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","340","Batteries and accumulators wastes[W0841]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","340","Batteries and accumulators wastes[W0841]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","340","Batteries and accumulators wastes[W0841]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","340","Batteries and accumulators wastes[W0841]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","340","Batteries and accumulators wastes[W0841]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","340","Batteries and accumulators wastes[W0841]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","340","Batteries and accumulators wastes[W0841]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","340","Batteries and accumulators wastes[W0841]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","-","All Waste treatment[TRT]","Tonnes","579625"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","10880"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","1107"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","9773"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","568745"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","360","Animal and mixed food waste[W091]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","360","Animal and mixed food waste[W091]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","360","Animal and mixed food waste[W091]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","360","Animal and mixed food waste[W091]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","360","Animal and mixed food waste[W091]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","360","Animal and mixed food waste[W091]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","360","Animal and mixed food waste[W091]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","360","Animal and mixed food waste[W091]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","360","Animal and mixed food waste[W091]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","370","Vegetal wastes[W092]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","370","Vegetal wastes[W092]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","370","Vegetal wastes[W092]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","370","Vegetal wastes[W092]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","370","Vegetal wastes[W092]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","370","Vegetal wastes[W092]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","370","Vegetal wastes[W092]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","370","Vegetal wastes[W092]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","370","Vegetal wastes[W092]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","380","Animal faeces, urine and manure[W093]","-","All Waste treatment[TRT]","Tonnes","7821"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","380","Animal faeces, urine and manure[W093]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","380","Animal faeces, urine and manure[W093]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","380","Animal faeces, urine and manure[W093]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","380","Animal faeces, urine and manure[W093]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","380","Animal faeces, urine and manure[W093]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","380","Animal faeces, urine and manure[W093]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","7821"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","380","Animal faeces, urine and manure[W093]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","380","Animal faeces, urine and manure[W093]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","-","All Waste treatment[TRT]","Tonnes","2030538"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","2030388"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","2030353"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","35"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","150"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","390","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","400","Household and similar wastes[W101]","-","All Waste treatment[TRT]","Tonnes","2011019"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","400","Household and similar wastes[W101]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","2011019"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","400","Household and similar wastes[W101]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","2010984"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","400","Household and similar wastes[W101]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","400","Household and similar wastes[W101]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","35"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","400","Household and similar wastes[W101]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","400","Household and similar wastes[W101]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","400","Household and similar wastes[W101]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","400","Household and similar wastes[W101]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","410","Mixed and undifferentiated materials[W102]","-","All Waste treatment[TRT]","Tonnes","15816"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","410","Mixed and undifferentiated materials[W102]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","15816"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","410","Mixed and undifferentiated materials[W102]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","15816"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","410","Mixed and undifferentiated materials[W102]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","410","Mixed and undifferentiated materials[W102]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","410","Mixed and undifferentiated materials[W102]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
